1 4692
2 4642
3 4638
1 4748
2 4681
3 4606
4 4665
5 4704
6 4652
7 4592
8 4622
9 4579
10 4567
11 4529
12 4567
13 4497
14 4339
15 4394
16 4497
17 4496
18 4495
19 4502
20 4435
21 4424
22 4523
23 4454
24 4471
25 4413
26 4447
27 4484
28 4475
29 4418
30 4445
31 4428
32 4409
33 4543
34 4532
35 4512
36 4450
37 4431
38 4367
39 4476
40 4449
41 4405
42 4444
43 4411
44 4436
45 4477
46 4697
47 4794
48 4800
49 4747
50 4790
51 4840
52 4825
53 4724
54 4667
55 4630
56 4580
57 4592
58 4597
59 4635
60 4644
